id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,thai_do
18833,256,dùng màu xanh tím thấy màu tím chất lỏng dễ tán nhẹ mặt hơn cảm_giác kiềm dầu tốt hơn so màu xanh màu xanh mùi hương nồng hơn so bạn nhạy_cảm hương_liệu chất dày hơn khi tán kem bị dính tay test hôm trời nồm màu thấy màu xanh kiềm dầu kém hơn,17/11/2022,9:14,5,422207414,positive
18834,3840,sản_phẩm dùng rất_thích thẩm_thấu nhanh không_bết dính_trị thâm_mụn làm sáng ẩm da dùng được hơn tháng thấy da sáng màu hơn,19/05/2024,20:38,5,422221911,positive
18835,1581,hết mụn thấy không_hiệu_quả trị_thâm rất_tốt_nha người giá rẻ_trị thâm rất_tốt tầm ngày mờ thâm da_hợp có_thể ngắn ngày hơn,19/01/2024,15:34,4,327500002,positive
18836,2369,dễ sử_dụng kiềm dầu tốt tạo cảm_giác thoải_mái,30/04/2023,11:24,5,308500015,positive
18838,1356,chân_ái xài ht chai da sáng căng bóng_trị thâm đúng đỉnh khắc_chế mụn viêm mủ sài chắc được chai,25/09/2024,9:16,5,422208328,positive
18839,1035,sử_sụng dễ_dàng rất_thoải_mái thư_giãn,27/04/2023,18:58,5,308500004,positive
18840,245,tốt nè không_đòi thêm hợp,25/09/2021,21:50,5,205100146,positive
18841,790,sữa rửa mặt sử_dụng siêu_đã thích em xài thời_gian cảm_thấy da có_vẻ đỡ mụn hơn,20/06/2021,21:11,5,422217029,positive
18842,847,kem chống nắng bí_da không_thẩm_thấu bết làm da chảo dầu khi nói dành da dầu,10/6/2022,18:48,1,422210400,negative
18843,2451,mặt_nạ lần đầu sử_dụng da sợ bị dị_ứng làm liều mua đắp thử xem ai_ngờ,14/04/2020,22:13,5,308500004,positive
18844,714,dùng sản_phẩm dùng rất_ưng_ý,20/04/2023,18:22,5,100230059,positive
18845,2661,giá rẻ hơn chỗ khác đợt dùng bị dính rất_nhiều xơ_bông lên mặt,22/05/2022,16:15,4,422203807,positive
18846,701,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,29/04/2023,17:28,5,422205163,positive
18847,1028,kem đỉnh thao_vô là mát,1/5/2023,20:03,5,422200236,positive
18848,75,chai nhunge dùng siêu_lâu chất em hơi_sệt dùng dòng mùi thơm rất_thích lành_tính cấp ẩm tốt giá quá_hợp_lí phải nói chân_ái mua lại thiệc nhiều lần,13/09/2021,8:24,5,318900012,positive
18849,2066,nâng tông nhẹ tự_nhiên kiềm dầu,27/07/2021,14:32,5,422203145,positive
18850,344,dạ mua online giảm đến shop mua giá,20/12/2019,20:09,3,422211446,negative
18851,1956,rất_là oke,31/07/2023,8:17,5,422203173,positive
18852,710,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,27/04/2023,11:15,5,204100054,positive
18853,348,phù_hợp loại da da khô có tạo bọt nhẹ_nhàng không_mùi rửa mặt sạch không_gây căng_kít khô cảm_giác da ẩm,11/12/2017,10:14,5,224100009,positive
18854,264,đóng_gói cẩn_thận giao hàng đúng thời_gian,12/7/2021,23:16,5,422208807,positive
18855,2435,giao hang rat nhanh giao hang rat nhanh,29/01/2021,11:28,5,422205163,positive
18856,2435,giao hang rat nhanh giao hang rat nhanh,29/01/2021,11:28,5,308500009,positive
18857,48,dùng mặt_nạ tràm trà rất_nhiều sản_phẩm dùng rất_tốt da đủ ẩm khi đắp mà_còn giảm mụn,3/12/2021,15:58,5,422205160,positive
18858,2313,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,20:58,5,422205164,positive
18859,187,sản_phẩm tốt không_thấy có quà tặng đi kèm,18/08/2022,9:16,4,205100136,positive
18860,1587,em dùng khi tối hôm trước nặn mụn sáng hôm sau vết mụn không_bị sưng hạn_chế thâm_dùng dưỡng ẩm tốt ngày skincare tuy_nhiên đánh_giá khách_quan thấy không_thật_sự quá_cần_thiết chu_trình dưỡng_da tuýp sử_dụng lâu hết,28/02/2023,14:27,4,318900019,positive
18861,1976,kem chống nắng tốt bôi lên ra nắng da không_bị cháy,1/5/2023,14:01,5,422207413,positive
18862,1095,hạn sử_dụng khi v,12/8/2024,9:45,5,422204884,positive
18863,1406,sự_dụng cảm_thấy da sạch rửa xong da,18/06/2024,2:24,5,422200632,positive
18864,477,xài tuýp sạch thích,12/12/2022,9:29,5,422210784,positive
18865,1201,thích em bôi không_bôi dạng sữa lên mặt kiểu tan ra bôi nước lên không_bị trắng vón_cục điểm,18/11/2021,23:28,5,249500013,positive
18866,1088,sản_phẩm tốt giá rẻ cực,15/11/2021,2:10,5,422220606,positive
18867,736,sản_phẩm tốt,5/12/2022,15:52,5,100230059,positive
18869,692,rất_thích hasaki sản_phẩm tẩy_trang,30/04/2023,18:31,5,200400004,positive
18870,1788,mặt bông mềm không_để xơ_bông giá_cả phải_chăng người mua,15/06/2021,19:10,5,422204947,positive
18871,1464,nói_chung sữa rửa mặt hãng gọi_là rẻ_siêu_bèo dùng da căng bóng ngày sau người biết độ_ph cao quá_đó da thiếu nước trầm_trọng nổi mụn quá_trời,22/03/2022,1:03,1,100190059,negative
18872,231,giao hàng nhanh sử_dụng tốt,16/12/2021,22:06,5,205100137,positive
18874,3059,sử_dụng khoảng hộp là thấy tông nâng lên,14/06/2023,20:29,5,224100019,positive
18875,1215,dùng không_biết_bao_nhiêu chai siêu_mê em,27/01/2021,23:55,5,422215804,positive
18876,2919,xài tốt,15/11/2022,21:38,5,253900010,positive
18877,135,dùng phục_hồi,22/10/2024,6:08,5,422218099,positive
18878,485,thấy người dùng nói oke tốt,2/2/2023,0:46,5,422216416,positive
18879,672,rất_thích hasaki sản_phẩm tẩy_trang,4/5/2023,19:05,5,200400003,positive
18880,2658,bông dùng bị vụn mặt,3/7/2022,20:47,2,422203776,negative
18881,1737,sản_phẩm tốt nên mua,20/11/2023,9:38,5,422206042,positive
18882,704,sử_dụng thư_giãn,28/04/2023,11:39,5,422205162,positive
18883,220,tuần đầu có thấy hiệu_quả mụn li_ti ẩn_tuần sau thoa_dưỡng ẩm kiểu hiệu_quả rất_chậm có làm mờ thâm_hơi sáng da kiên_trì,4/2/2022,2:22,4,327500002,positive
18884,2996,mong hasaki giữ combo hời hơn chỗ khác dùng siêu_thích my_fav hasaki nhất_định phải giữ combo,13/06/2023,19:17,5,422214044,positive
18885,3819,thấy dòng finish xinh_nè kiềm dầu ổn tầm tiếng là da đổ dầu vùng chữ t không_có bị tạo vệt trắng_chất kem đặt tội aply lên lúc đầu bị shock trắng kinh_khủng_táp tầm tệp da trắng không_xuống tone nhiều bạn da_ngâm quay đầu da thuộc trung_bình sáng thấy hơi_trắng,17/09/2022,18:12,5,345800013,positive
18886,2315,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,20:25,5,422205160,positive
18887,1857,sữa rửa mặt dùng tốt rửa không_bị khô_rít da,12/5/2022,15:18,5,224100009,positive
18888,1741,chất thấm nhanh thơm mùi cam_ngọt hơn loại lỏng hơn loại,26/10/2023,21:52,5,422213992,positive
18889,1207,bắt_đầu xài da đàn bị mụn viêm mụn sưng đủ thứ xài tầm tuần da mướt mụn đỡ hơn nhiều cân_nhắc đổi sang loại probiotic,17/09/2022,13:52,5,201600074,positive
18890,2928,được so_sánh bnbg nhma thấy cấp ẩm không_tốt bnbg rất_tốt tầm_giá da dầu da đủ ẩm thoải_mái sau ngày mặt_nạ không_cần,27/03/2024,22:14,5,422207794,positive
18891,107,thực_sự là không_thích loại da dầu mụn thấy dùng da thâm_xỉn mà_lại mụn thâm hơn,22/11/2019,10:47,4,318900011,positive
18892,1566,dùng hơn tuần dùng được hơn ngày láng_mặt bây_giờ bị lên mụn hỏi tuýp trị loại mụn v,2/9/2024,19:06,5,422207629,positive
18893,1377,mặt_nạ lạ dùng có quai móc lên tai bên dưới có lớp đắp cằm đắp xong da mềm_mại,17/10/2024,19:39,5,422205164,positive
18894,121,thấy sản_phẩm okie dùng êm tác_dụng cảm_giác phục_hồi ít da là da dễ mụn đỏ,19/11/2023,11:30,4,318900005,positive
18895,2007,chân_ái da khô dùng kcn dạng tinh_chất cấp ẩm tốt da không_bị bết dính thích nhất loại màu tím màu xinh nâng tone ổn_áp,23/11/2022,13:04,5,249500027,positive
18896,234,mua lại lần,18/11/2023,15:41,5,422209262,positive
18897,3500,sử_dụng em tẩy da chết được dùng thấy sạch giảm được sợi bã_nhờn mũi á,1/7/2022,5:57,5,225300002,positive
18898,2322,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,13:25,5,308500013,positive
18899,1750,chú_trọng vđề skincare thay_đổi loại sản_phẩm thương_hiệu khác nhau tầm_trung tầm đắt em nhà_labo khen mức giá rẻ chất_lượng oke là lotion cá_nhân thấy cấp ẩm hơn to,2/2/2023,19:31,5,224100002,positive
18900,2520,dùng oke nắp rớt không_dính chặt đồ bơm sữa rửa mặt,25/06/2022,23:15,5,422206537,positive
18901,2094,xài đắp được bạn nhớ đọc hướng_dẫn đắp giống,10/4/2021,23:33,5,422205164,positive
18902,681,rất_thích hasaki sản_phẩm tẩy_trang,30/04/2023,19:22,5,100230064,positive
18903,2431,thơm nhẹ mượt,26/04/2021,19:37,5,308500018,positive
18904,690,sử_dụng dễ_dàng rất_thoải_mái thư_giản,30/04/2023,10:08,5,308500037,positive
18905,1624,đối_với em sữa rửa mặt có mùi hơi_gắt cảm_giác hạt liti tring ẻm làm da được_cái xài thấy da mềm_ẩm đỡ đổ dầu,16/06/2022,9:42,4,422214147,positive
18906,1622,dùng thích cực_mình bị thâm_mụn cằm bé em dùng thử chưa_được tuần mờ á_dùng kiên_trì sáng tối ngày là thấy rõ kết_quả thích sắm dùng,18/01/2022,16:40,4,422208181,positive
18907,1284,thật_sự rất_thích loại bông tẩy_trang í_khuyên bạn mua combo_hộp làm lần khi biết ẻm giờ mua ẻm là khi hết hàng bí quá_mới mua tạm hãng khác,24/09/2021,20:35,5,207500001,positive
18908,2088,da dầu_củng có chúc nhạy_cảm lúc trước sài svr khi chuyển sài em thấy,29/07/2024,6:52,5,422211501,positive
18909,1987,dùng kcn người nhớ tẩy_trang kĩ là không_lo lên mụn dùng tone up năm da rất_ổn chống nắng kĩ da nâng tone tự_nhiên,1/12/2022,17:17,5,249500027,positive
18910,792,ổn da nhạy_cảm xài hơi_không thích mùi hắc,2/4/2021,0:30,4,422205163,positive
18911,1445,dễ_chịu dùng thấy dịu da giá_thành ổn,2/5/2023,15:04,5,204900128,positive
18912,2315,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,20:25,5,422205163,positive
18913,4371,tẩy sạch_dung_tích lớn giá hợp_lý shop gioa hàng nhanh mua hàng shop hơn,13/10/2019,15:53,5,100750038,positive
18914,812,sữa rửa mặt dịu nhẹ rửa mặt xong cảm_giác da sạch ẩm không_bị khô da mụn dùng thử loại giá hơi_cao đáng thử,18/03/2024,12:24,5,100190059,positive
18915,2064,dùng da dầu thua loại đặc_kia không_kiềm dầu tạo lớp mỏng dau dầu có hợp chai da khô kiềm dầu_nang tone mới chai sữa có nâng,27/01/2022,9:11,3,422207414,negative
18916,828,không_có khen chất_lượng,11/6/2021,0:02,1,308500018,negative
18917,1448,dùng rất_dịu da không_kích_ứng dùng năm giờ cho chưa_có ý_định đổi sang sữa rửa mặt_khác,9/4/2023,20:45,5,204900159,positive
18918,2801,da bị nhiễm coti sài kem fece đỏ ngứa sưng lột da mua thử em sài đúng đỉnh sức buổi sáng trua da_dịu không_ngứa qua_ngày da bthuong điểm,31/01/2024,15:36,5,100180113,positive
18919,2334,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,2/5/2023,18:34,5,422205160,positive
18920,354,rất_tốt nên mua,29/03/2022,7:11,5,422209605,positive
18921,1618,mong hasaki bán thêm klenzit mua,8/3/2022,18:19,5,422208181,positive
18922,651,loại dùng thích da nhạy_cảm mụ_ẩn nhiều dùng không_kích_ứng sạch sâu người thử,25/12/2023,15:44,5,100230059,positive
18923,2351,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,1/5/2023,9:36,5,204100019,positive
18924,1686,vote_sao khó bám da phải vỗ lâu khô da mờ thâm_mụn tốt,11/4/2021,23:09,4,318900002,positive
18925,3595,dùng dưỡng ẩm_da bữa có dùng thử làm dịu mụn thấy oke mùi thơm,25/07/2022,21:17,5,256700012,positive
18926,257,giá rẻ giao hàng nhanh sạch,8/8/2021,20:27,4,205100136,positive
18927,1114,mềm mịn không_để,27/02/2022,15:31,5,207500007,positive
18928,244,giao hàng nhanh giá ổn nhưng_mà không_được tặng chai bé shop quảng_cáo bil trên thành_phố hồ,6/10/2021,11:29,4,422208807,positive
18929,519,là sữa rửa mặt xài chai không_muốn đổi loại khác da dầu mụn khi dùng em da sau khi rữa không_bị dầu_nhờn nhiều cảm_giác rất_fresh khi rữa da còn đi da_liễu bs recomend loại,11/12/2022,14:30,5,204100054,positive
18931,1036,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,27/04/2023,12:55,5,422205164,positive
18932,4422,dòng nổi_bật tp than_hoạt_tính có thêm hạt mát xa aply lên da cảm_giác tốt có giảm nhờn sau thời_gian,14/05/2024,12:01,5,335100004,positive
18933,247,hàng tốt nhưng_mà shop bảo tặng chai nhỏ không_thấydau mong_shop,20/09/2021,10:43,4,422211446,positive
18934,2464,tẩy da chết body mặt rất_ổn thơm,18/11/2023,15:55,5,422207812,positive
18935,234,sản_phẩm thích ý đúng tươi_mát làn da đúng nghĩa bông tẩy_trang lên da mát_rượi cực_kì,21/12/2021,12:52,5,422211447,positive
18936,620,giảm mụn đáng_kể mua lại,9/12/2021,18:42,5,100220035,positive
18937,116,trang sạch dịu nhẹ không_ưng nắp quá_cứng_mở rất_đau_tay khi bật mạnh đứt bên mong nhà_sản_xuất khắc_phục lỗi,29/06/2024,20:02,5,422211446,positive
18938,279,nâng tone tạm mùi thơm ổn,11/6/2021,21:01,4,422207413,positive
18939,1668,kem xài_dưỡng ẩm tốt chất kem thấm nhanh dùng cực_thích,9/1/2022,15:56,5,318900005,positive
18940,395,nhân_viên tư_vấn nhiệt_tình dầu_gội đen đánh_giá tốt hơn sữa rửa mặt chắc mẹ bầu sử_dụng phải không_mọi người người cho em xin ít review mỹ_phẩm mẹ bầu đi em cảm_ơn người,16/07/2023,7:55,5,422208974,positive
18941,697,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,29/04/2023,10:49,5,308500018,positive
18942,3647,mùi dễ_chịu sạch,28/11/2023,10:06,5,100220009,positive
18943,51,dùng chai thu nhìn_chung sản_phẩm không_được ngon_dính ra khẩu_trang lúc_nào ẩm ẩm ẩm_ướt ướt da rất_nhạy_cảm dùng em không_lên tẩy_trang tốn nước bông tẩy_trang sạch nói_chung theo tầm,22/08/2022,18:41,3,253900006,negative
18944,395,dùng nước tẩy_trang dùng xong cảm_thấy sạch_da phù_hợp da nhạy_cảm,19/04/2023,12:18,5,200400003,positive
18945,2327,giá_thành rẻ đắp thư_giãn rất_tốt công_dụng không_ngờ,3/5/2023,17:55,5,422205160,positive
18946,4269,tệ là lần mua hàng đáng thất_vọng nhất,13/09/2023,19:03,1,422200152,negative
18947,1531,sản_phẩm có một_số vấn_đề nhỏ không_thực_sự,27/09/2023,21:51,2,308500015,negative
18948,1648,sản_phẩm dùng tốt da dầu sử_dụng rất_nhiều,11/6/2023,10:02,5,318900005,positive
18949,543,bông cực_dày sài siêu_thích á_mọi người mua loại,4/1/2022,16:02,5,217300001,positive
18950,1480,da dầu mụn dùng không_ổn lên mụn_ẩn da đỏ sau khi rửa,11/6/2021,15:18,3,204900159,negative
18951,2709,kem chống nắng bạn nhân_viên nhiệt_tình chăm_sóc tư_vấn chọn sản_phẩm phù_hợp da khách,28/10/2024,16:10,5,422211276,positive
18952,386,nhãn_tem tiếng_thái với_lại made in china,4/10/2023,13:19,5,422208974,positive
18953,2519,loại toner có chứa axit_lactic không_gây kích_ứng mạnh sản_phẩm có axit tốt hiệu_quả rất_tốt_nha da ổn hơn loại_bỏ bụi bẩn da rửa sạch bã mụn đầu đen không_còn se khít lỗ chân lông loại toner là trung_tính da mụn thích_hợp sử_dụng sử_dụng đều_đặn khoảng chai da bạn được cải_thiện hơn da nhạy_cảm sử_dụng ỗn khuyến_khích cb dùng sản_phẩm,17/07/2022,13:19,5,422217480,positive
18954,231,sản_phẩm tốt thẩm_thấu nhanh,26/03/2022,22:31,5,422207826,positive
18955,1713,mùi dễ_chịu giảm,22/11/2023,12:03,5,100220009,positive
18956,689,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,1/5/2023,10:01,5,422202253,positive
18958,3508,mua lần hsk hàng chuẩn đắp lên trắng thật_sự dưỡng_chất thấm nhanh,1/9/2021,5:20,5,422200002,positive
18959,529,sử_dụng qua rất_nhiều dòng_dưỡng sáng em thấy tv xem quảng_cáo thử không_ngờ chân_ái ngày thâm_mụn mờ da sáng bật tông thấy rõ mùi thơm dễ_chịu quá_ư là,22/06/2024,19:30,5,422221764,positive
18960,699,sử_dụng dễ_dàng,29/04/2023,14:10,5,308500015,positive
18961,1075,mùi rất_thơm hạt có hơi_to sắc bạn bị mụn đầu đen vùng mũi thôi_thì sử_dụng khu_vực không_nên dùng hết mặt dễ bị trầy muốn hiệu_quả hơn khi rửa mặt lấy khăn nhúng nước ấm hơi_nóng đặt mũi mụn mềm ra sau rửa giảm,18/11/2022,0:40,5,422206043,positive
18962,1151,mua lúc chai cửa_hàng tặng mẫu xài êm_nha cảm_giác xài xong da ẩm hơn mua,18/12/2022,12:08,5,422218631,positive
18963,1027,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,1/5/2023,14:44,5,204100054,positive
18964,266,cấp ẩm tốt,17/04/2021,23:09,5,365000011,positive
18965,2314,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,20:27,5,422205160,positive
18966,2356,sử_dụng rất_dễ_dàng rất_thoải_mái thư_giãn,30/04/2023,18:13,5,422205162,positive
18967,820,sử_dụng mai tiếp_tục ra mua tiếp xài cực_ổn thắm nhanh nâng tone nhẹ không_bếch bếch kiềm dầu_ổn đặc_biệt thích là không_cay mắt,8/4/2024,0:25,5,422222786,positive
18970,812,mask đắp dùng xong chừng ngày mụn có_thể nặn,28/02/2022,0:27,5,422205635,positive
18971,1837,lần đầu mua chai thay sử_dụng tot nen mua chai da thiên_dầu sử_dụng tốt không_trang_điểm nen sử_dụng thấy sạch sau lần lau tay trang,9/5/2020,19:16,5,204900010,positive
18972,1292,sản_phẩm tốt_dịu nhẹ_tẩy sạch không_bị khô da,15/05/2019,11:50,5,204900009,positive
18973,468,da là da_dầu thấy chất kem mỏng nhẹ sài không_bết dính thích hơi_châm chích nhẹ mua size to tiếp_tục,21/05/2022,11:49,5,422200305,positive
18974,494,rất_tốt phù_hợp da_dầu,11/12/2022,0:33,5,422205163,positive
18975,1466,dùng năm rất_thích,2/3/2022,8:27,5,422206149,positive
18976,2006,nv tư_vấn dui_dẻ nhiệt_tình em sunplay dùng lâu_nay quen da không_đổi loại khác,23/11/2022,14:25,5,422207413,positive
18977,1027,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,1/5/2023,14:48,5,308500018,positive
18978,1067,giá rẻ thế_này cực_kỳ tốt,30/06/2023,13:25,5,422222535,positive
18979,3635,kem xài tốt mẹ_con em xài ưng mẹ em da khô em da dầu_xài hợp,25/08/2022,16:47,5,343100024,positive
18980,2503,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,2/5/2023,16:55,5,422206537,positive
18981,2758,minh rat_thích sản_phẩm chống nắng lên tông,9/7/2021,18:48,5,248700035,positive
18982,2470,xài không_bị xuống tone không_thích_finish em pas dùng lần cho cần,12/7/2024,13:00,5,422204388,positive
18983,4203,dùng rất_tốt loại giấy mịn rất_nhiều tinh_chất đặp thấy da bóng,27/02/2023,20:15,5,422205806,positive
18984,1143,thấy tặng tẩy_trang giao hàng giao không_có không_thấy nói_năng hơi_kì sản_phẩm chất_lượng xài tốt phù_hợp da dầu,19/09/2023,3:18,3,422207866,negative
18985,1484,là tín_đồ la roche phải nói là chai sử_dụng được,25/04/2021,16:29,5,204900128,positive
18986,1768,chống nắng eucein đỉnh,3/12/2023,10:23,5,204100003,positive
18987,2431,thơm nhẹ mượt,26/04/2021,19:37,5,422202253,positive
18988,1738,sản_phẩm tốt nên mua,20/11/2023,9:29,5,100220010,positive
18989,609,kem chống nắng nang_tông không_bi dau sử_dụng trưa mép miệng hơi_móc_móc chiều nhiều hơn,20/06/2022,12:34,4,308900002,positive
18990,220,m da khô_xài thích mong hasaki có loại xài sướng,4/2/2022,0:34,5,422204167,positive
18991,969,sữa rửa mặt dùng tốt có kaolin hạt,28/06/2023,16:26,5,308500001,positive
18992,1613,chưa_thấy được hiệu_quả,12/5/2022,17:32,3,422208181,negative
18993,2625,thấm nhanh không_nhờn_rít da ẩm_mịn da dầu_sài rất_thích phù_hợp dùng buổi sáng,29/09/2021,17:52,5,371600006,positive
18994,2603,xài hết chai cảm_nhận là chất serum lỏng thoa ít mau_thấm khi thoa nhiều thấm nhanh có có cảm_giác xài thêm kem dưỡng ẩm da_ổn hơn không_thấy rít không_thấy xuất_hiện khả_năng dưỡng sáng chậm sử_dụng hết chai da chưa_thấy sáng được_cái không_nổi ban_ngày xài kết_hợp kcn tăng khả_năng chống nắng nói_chung giá rẻ xài được mua lại,5/10/2024,7:38,4,371600006,positive
18995,486,kcn kiềm dầu tốt nâng tông nhẹ tự_nhiên sài không_bị vón_cục chống nắng tốt,24/01/2023,16:24,5,422216416,positive
18996,2415,sản_phẩm rất_có tác_dụng da dầu da_mụn người dùng phút không_nên lâu hơn,23/01/2022,16:12,5,308500004,positive
18997,2578,dung rat thích,8/1/2024,14:00,5,207500001,positive
18998,2154,sợ mua dạng xịt dành tức_thời kcn xài thêm dạng kem tốt thêm da môi_trường làm_việc bên ngoài nhiều thêm dạng mùi thơm có mùi,31/07/2023,23:01,5,248700027,positive
18999,146,sản_phẩm dùng tốt,10/4/2023,16:07,5,422211446,positive
19000,320,cảm_giác đổ ra bông tẩy_trang lau_mặt rất_mát_mát không_phải là cảm_thấy rất_đáng mua,3/10/2020,16:46,5,422208807,positive
19001,3963,không_hỉu giao không_có bọc dùng tháng thấy dịu da sạch tuy_nhiên mùi,14/03/2023,22:41,4,422201119,positive
19002,4214,son thấy dưỡng ổn màu lên môi hồng_nhẹ tự_nhiên mùi hơi_giống mùi mâm xôi là thơm,10/6/2022,17:50,5,422209444,positive
19003,1233,không_đạt yêu_cầu không_đến mức,2/5/2023,12:08,2,204900005,negative
19004,2437,mask dùng thích thật_sự đắp sờ_vô da căng mướt cực_mịn,10/11/2020,20:51,5,308500018,positive
19005,204,không_cay_mắt không_đắng môi dùng không_bị kích_ứng tội hơi_hao nhanh khô khó thấm_đẫm bông dùng bông,25/05/2022,11:21,5,422204259,positive
19006,2588,phù_hợp giá tiền mua loại ha dùng thích hơn nhiều,21/05/2021,9:12,5,365000015,positive
19008,1483,sữa rửa mặt dùng hơn tháng giờ mùa lần bị ghiền bọt,16/05/2021,23:34,4,204900056,positive
19009,706,rất_thích hasaki sản_phẩm tẩy_trang,28/04/2023,18:32,5,200400004,positive
19010,1348,trang sạch rít hơn loreal phải rửa lại nước,4/7/2024,7:49,4,223600026,positive
19011,1036,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,27/04/2023,12:55,5,422205160,positive
19012,3156,sữa rửa mặt giá rẻ chất_lượng đáng thử người sdung thử tuýt đầu rất_ưng mùi thơm nhẹ lành_tính người tbc da thường_xuyên đạt kết_quả tốt,10/1/2022,18:19,5,357100011,positive
19013,4116,tẩy da chết body mặt rất_ổn thơm,18/11/2023,16:38,5,422207812,positive
19014,117,tốt,3/9/2018,5:06,5,100220037,positive
19015,737,tốt,2/11/2022,15:09,4,200400003,positive
19016,2346,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,1/5/2023,16:36,5,204100019,positive
19017,3987,thấm nhanh nâng tông da lên tươi_tắn lên hài_lòng,4/5/2022,22:34,5,331300023,positive
19018,1334,đóng_gói hàng,6/5/2021,15:14,5,253900003,positive
19019,2395,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,28/04/2023,9:35,5,308500018,positive
19020,600,sài ẩm_da mặt che_phủ tốt,25/02/2023,16:14,5,422212100,positive
19021,2305,tạm ổn thích evene hơn,26/12/2016,7:44,4,204000059,positive
19022,1024,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,2/5/2023,17:16,5,422205162,positive
19023,1887,minh sử_dụng được chai thấy sản_phẩm tạm ổn dịu da_kích_ứng sử_dụng ban_ngày thấy da căng tự_nhiên đầy,19/06/2024,7:13,4,100210023,positive
19024,3684,xài hết típ thấy hiệu_quả mua típ thứ mua người,17/03/2022,11:38,5,223600048,positive
19025,128,thật_sự là trải_nghiệm mua_sắm,19/03/2024,21:30,1,225200013,negative
19026,2802,không_quá tệ không_có lý_do mua lại,1/8/2021,19:21,2,248700002,negative
19027,2760,nghe review tốt mua tẩy lên mặt cảm_giác khó_chịu không_sạch mà_còn lên mụn ẩn_tè le chán,7/9/2022,19:54,1,422204576,negative
19028,470,pas_hộp nguyên chưa_mở nhé_mìng đổi dòng khác xài pas sdt nha_trang,18/01/2024,22:22,5,422209795,positive
19029,3670,đặt hôm_qua giao shiper dth nhiệt_tình mua đợt sale giá rất_tốt sản_phẩm mùi thơm xài tốt yêu,10/6/2020,11:55,5,100220010,positive
19030,2263,mùi dễ_chịu date dài đóng_gói cẩn_thận tẩy,12/12/2020,15:52,5,245500002,positive
19031,363,da dầu_xài sản_phẩm nhẹ_dịu phù_hợp tẩy lớp kem chống nắng đặc_biệt không_làm khô da giá_cả bình_dân phù_hợp túi_tiền sinh_viên tiếp_tục ủng_hộ loreal shiper dễ_thương ghê_á giao hàng nhanh lịch_sự,26/10/2018,21:38,5,422208807,positive
19032,4207,thoa môi có vị ngọt đắng nhẹ sử_dụng ngày có ảnh_hưởng,12/10/2024,21:38,5,422209443,positive
19033,835,hasaki check tin nhắn_hủy đơn hàng,8/8/2024,20:31,3,422204028,negative
19034,755,sử_dụng hết chai to da sạch hơn mụn ít nổi hơn khuyến_khích dùng thêm toner kem_dưỡng tránh da bị khô,3/3/2022,19:36,5,200400003,positive
19035,395,nhân_viên tư_vấn nhiệt_tình dầu_gội đen đánh_giá tốt hơn sữa rửa mặt chắc mẹ bầu sử_dụng phải không_mọi người người cho em xin ít review mỹ_phẩm mẹ bầu đi em cảm_ơn người,16/07/2023,7:55,5,422208977,positive
19036,3080,nhìn giới_thiệu sản_phẩm nghĩ dạng gel mua về dạng kem dùng bít_dạ không_hợp da_dầu,6/12/2022,16:52,4,357100008,positive
19037,2482,chất_lượng bình_thường cân_nhắc khi mua lại sản_phẩm,4/10/2023,17:53,3,318900011,negative
19038,409,sản_phẩm tốt,11/4/2023,15:39,5,422208972,positive
19039,2421,mặt_nạ xanh có giảm mụn dùng xong da được đủ ẩm_cồi mụn đẩy lên hôm sau khi đắp,6/9/2021,23:50,5,308500004,positive
19040,749,đúng chuẩn_tẩy trang_quốc_dân,21/07/2022,20:04,5,422216594,positive
19041,144,sản_phẩm dùng tốt,21/04/2023,14:21,5,205100137,positive
19042,1406,sự_dụng cảm_thấy da sạch rửa xong da,18/06/2024,2:24,5,422211195,positive
19043,1516,không_biết mũi bị không_mà lần bôi_dính rát cực_kỳ vùng da quanh_mặt chẳng_làm_sao,8/3/2023,23:04,5,422206035,positive
19044,894,chai dung_tích lớn tính ra mua chia chai có ổn,5/4/2023,22:06,5,422214148,positive
19045,3933,không_thấy khác_biệt nhiều so sản_phẩm khác,16/02/2023,0:59,2,422204259,negative
19046,1091,,24/09/2021,19:38,3,422204904,negative
